File Size(MB),Number of segment,c distribution,delta,Theoretical redundancy,Actual redundancy,reed solomon,GC content per strand,Number of backtrack,Total DNA sequence,Theoretical DNA sequence,Average degree,Single degree droplets,Sequence discarded,Decoded status,decoding cross checked,Insertion percentage,Mutation Percentage,deletion percentage,strand deletion percentage,Total mutation,Total deletion,Total Insertion,Total Strand deletion,Error concentrated in start and end,Encoding time,Decoding time,Information density (bits/nt),Total affected sequence for insertion error, total affected sequence for deletion error,Total affected sequence for mutation error,Percentage of affected sequence for insertion error, Percentage of affected sequence for mutation error, percentage of affected sequence for deletion error,Sequence affected by all kinds of error,Percentage of sequence affected by all kinds of error
18.5,1212416,0.025,0.001,0.1,10.95,2,0.0,77166500,1345170,1333658,0.0,614,154333,1,1,0.022222222222222223,0.035555555555555556,0.008888888888888889,0,47828,11957,29892,0,0,1289.075856924057,345.59788966178894,0.873998172135954,29527,11919,46969,2.2,3.49,0.89,86702,6.45
19.5,1277952,0.025,0.001,0.1,11.1,2,0.0,81759000,1419785,1405748,0.0,651,163518,1,1,0,0,0,0,0,0,0,0,1,1392.378877401352,359.2047038078308,0.872826647568598,0,0,0,0.0,0.0,0.0,0,0.0
19.5,1277952,0.025,0.001,0.1,11.1,2,0.0,81759000,1419785,1405748,0.0,651,163518,1,1,0.03111111111111111,0.026666666666666665,0.008888888888888889,0,37860,12620,44171,0,0,1392.378877401352,361.4612774848938,0.872826647568598,43498,12562,37324,3.06,2.63,0.88,91575,6.45
19.5,1277952,0.025,0.001,0.1,11.1,2,0.0,81759000,1419785,1405748,0.0,651,163518,1,1,0.035555555555555556,0.035555555555555556,0.022222222222222223,0,50481,31550,50481,0,1,1392.378877401352,366.5680043697357,0.872826647568598,49587,31203,49552,3.49,3.49,2.2,126501,8.91
19.5,1277952,0.025,0.001,0.1,11.1,2,0.0,81759000,1419785,1405748,0.0,651,163518,1,1,0.0044444444444444444,0.026666666666666665,0.035555555555555556,0,37860,50481,6310,0,1,1392.378877401352,362.35566544532776,0.872826647568598,6297,49620,37375,0.44,2.63,3.49,91638,6.45
19.5,1277952,0.025,0.001,0.1,11.1,2,0.0,81759000,1419785,1405748,0.0,651,163518,1,1,0.04,0.013333333333333332,0.013333333333333332,0,18930,18930,56791,0,0,1392.378877401352,362.7926506996155,0.872826647568598,55682,18812,18789,3.92,1.32,1.32,91543,6.45
19.5,1277952,0.025,0.001,0.1,11.1,2,0.0,81759000,1419785,1405748,0.0,651,163518,1,1,0.04,0.022222222222222223,0.035555555555555556,0,31550,50481,56791,0,0,1392.378877401352,372.5477316379547,0.872826647568598,55746,49631,31197,3.93,2.2,3.5,132413,9.33
19.5,1277952,0.025,0.001,0.1,11.1,2,0.0,81759000,1419785,1405748,0.0,651,163518,1,1,0.017777777777777778,0.013333333333333332,0.0,0,18930,0,25240,0,0,1392.378877401352,370.9767417907715,0.872826647568598,25000,0,18802,1.76,1.32,0.0,43462,3.06
19.5,1277952,0.025,0.001,0.1,11.1,2,0.0,81759000,1419785,1405748,0.0,651,163518,1,1,0.013333333333333332,0.04,0.013333333333333332,0,56791,18930,18930,0,1,1392.378877401352,376.082382440567,0.872826647568598,18801,18812,55655,1.32,3.92,1.32,91572,6.45
19.5,1277952,0.025,0.001,0.1,11.1,2,0.0,81759000,1419785,1405748,0.0,651,163518,1,1,0.008888888888888889,0.008888888888888889,0.0044444444444444444,0,12620,6310,12620,0,1,1392.378877401352,371.10179138183594,0.872826647568598,12566,6294,12556,0.89,0.88,0.44,31196,2.2
19.5,1277952,0.025,0.001,0.1,11.1,2,0.0,81759000,1419785,1405748,0.0,651,163518,1,1,0.03111111111111111,0.04,0.0,0,56791,0,44171,0,1,1392.378877401352,373.345077753067,0.872826647568598,43460,0,55688,3.06,3.92,0.0,97447,6.86
20.5,1343488,0.025,0.001,0.1,11.02,2,0.0,85794500,1491532,1477837,0.0,660,171589,1,1,0,0,0,0,0,0,0,0,1,1475.0763478279114,375.3381907939911,0.8734484023301159,0,0,0,0.0,0.0,0.0,0,0.0
20.5,1343488,0.025,0.001,0.1,11.02,2,0.0,85794500,1491532,1477837,0.0,660,171589,1,1,0.0,0.022222222222222223,0.04,0,33145,59661,0,0,1,1475.0763478279114,374.05739736557007,0.8734484023301159,0,58489,32773,0.0,2.2,3.92,89978,6.03
20.5,1343488,0.025,0.001,0.1,11.02,2,0.0,85794500,1491532,1477837,0.0,660,171589,1,1,0.035555555555555556,0.0,0.008888888888888889,0,0,13258,53032,0,1,1475.0763478279114,376.865425825119,0.8734484023301159,52098,13206,0,3.49,0.0,0.89,64878,4.35
20.5,1343488,0.025,0.001,0.1,11.02,2,0.0,85794500,1491532,1477837,0.0,660,171589,1,1,0.026666666666666665,0.035555555555555556,0.017777777777777778,0,53032,26516,39774,0,0,1475.0763478279114,390.0350408554077,0.8734484023301159,39245,26299,52136,2.63,3.5,1.76,114722,7.69
20.5,1343488,0.025,0.001,0.1,11.02,2,0.0,85794500,1491532,1477837,0.0,660,171589,1,1,0.04,0.008888888888888889,0.0044444444444444444,0,13258,6629,59661,0,0,1475.0763478279114,390.7531907558441,0.8734484023301159,58482,6613,13195,3.92,0.88,0.44,77436,5.19
20.5,1343488,0.025,0.001,0.1,11.02,2,0.0,85794500,1491532,1477837,0.0,660,171589,1,1,0.04,0.022222222222222223,0.026666666666666665,0,33145,39774,59661,0,1,1475.0763478279114,387.55899381637573,0.8734484023301159,58503,39241,32772,3.92,2.2,2.63,126946,8.51
20.5,1343488,0.025,0.001,0.1,11.02,2,0.0,85794500,1491532,1477837,0.0,660,171589,1,1,0.013333333333333332,0.026666666666666665,0.0044444444444444444,0,39774,6629,19887,0,0,1475.0763478279114,376.45567440986633,0.8734484023301159,19765,6613,39263,1.33,2.63,0.44,64866,4.35
20.5,1343488,0.025,0.001,0.1,11.02,2,0.0,85794500,1491532,1477837,0.0,660,171589,1,1,0.022222222222222223,0.022222222222222223,0.026666666666666665,0,33145,39774,33145,0,0,1475.0763478279114,377.00858426094055,0.8734484023301159,32768,39245,32763,2.2,2.2,2.63,102342,6.86
20.5,1343488,0.025,0.001,0.1,11.02,2,0.0,85794500,1491532,1477837,0.0,660,171589,1,1,0.0,0.026666666666666665,0.03111111111111111,0,39774,46403,0,0,1,1475.0763478279114,381.14465045928955,0.8734484023301159,0,45658,39295,0.0,2.63,3.06,83683,5.61
20.5,1343488,0.025,0.001,0.1,11.02,2,0.0,85794500,1491532,1477837,0.0,660,171589,1,1,0.03111111111111111,0.0044444444444444444,0.0,0,6629,0,46403,0,0,1475.0763478279114,380.13270926475525,0.8734484023301159,45714,0,6619,3.06,0.44,0.0,52116,3.49
21.5,1409024,0.025,0.001,0.1,10.94,2,0.0,89930500,1563194,1549927,0.0,671,179861,1,1,0,0,0,0,0,0,0,0,1,1533.4469537734985,402.8155138492584,0.874060611178333,0,0,0,0.0,0.0,0.0,0,0.0
21.5,1409024,0.025,0.001,0.1,10.94,2,0.0,89930500,1563194,1549927,0.0,671,179861,1,1,0.022222222222222223,0.0,0.013333333333333332,0,0,20842,34737,0,1,1533.4469537734985,393.8836109638214,0.874060611178333,34348,20715,0,2.2,0.0,1.33,54610,3.49
21.5,1409024,0.025,0.001,0.1,10.94,2,0.0,89930500,1563194,1549927,0.0,671,179861,1,1,0.026666666666666665,0.0,0.022222222222222223,0,0,34737,41685,0,0,1533.4469537734985,398.7197530269623,0.874060611178333,41156,34362,0,2.63,0.0,2.2,74572,4.77
21.5,1409024,0.025,0.001,0.1,10.94,2,0.0,89930500,1563194,1549927,0.0,671,179861,1,1,0.03111111111111111,0.03111111111111111,0.022222222222222223,0,48632,34737,48632,0,0,1533.4469537734985,403.9171254634857,0.874060611178333,47844,34353,47881,3.06,3.06,2.2,126592,8.1
21.5,1409024,0.025,0.001,0.1,10.94,2,0.0,89930500,1563194,1549927,0.0,671,179861,1,1,0.035555555555555556,0.008888888888888889,0.04,0,13895,62527,55580,0,1,1533.4469537734985,406.0409231185913,0.874060611178333,54582,61316,13835,3.49,0.89,3.92,126685,8.1
21.5,1409024,0.025,0.001,0.1,10.94,2,0.0,89930500,1563194,1549927,0.0,671,179861,1,1,0.04,0.03111111111111111,0.03111111111111111,0,48632,48632,62527,0,0,1533.4469537734985,400.05618023872375,0.874060611178333,61284,47869,47881,3.92,3.06,3.06,151806,9.71
21.5,1409024,0.025,0.001,0.1,10.94,2,0.0,89930500,1563194,1549927,0.0,671,179861,1,1,0.008888888888888889,0.035555555555555556,0.035555555555555556,0,55580,55580,13895,0,0,1533.4469537734985,402.53373527526855,0.874060611178333,13834,54557,54583,0.88,3.49,3.49,120010,7.68
21.5,1409024,0.025,0.001,0.1,10.94,2,0.0,89930500,1563194,1549927,0.0,671,179861,-1,0,0.04,0.026666666666666665,0.04,0,41685,62527,62527,0,1,1533.4469537734985,283.5065321922302,0.874060611178333,61344,61274,41138,3.92,2.63,3.92,158228,10.12
21.5,1409024,0.025,0.001,0.1,10.94,2,0.0,89930500,1563194,1549927,0.0,671,179861,1,1,0.04,0.03111111111111111,0.026666666666666665,0,48632,41685,62527,0,0,1533.4469537734985,409.42553067207336,0.874060611178333,61257,41123,47878,3.92,3.06,2.63,145661,9.32
21.5,1409024,0.025,0.001,0.1,10.94,2,0.0,89930500,1563194,1549927,0.0,671,179861,1,1,0.026666666666666665,0.026666666666666665,0.0044444444444444444,0,41685,6947,41685,0,0,1533.4469537734985,408.37876176834106,0.874060611178333,41135,6930,41145,2.63,2.63,0.44,87772,5.61
22.5,1474560,0.025,0.001,0.1,10.94,2,0.0,93895000,1635844,1622017,0.0,704,187790,1,1,0,0,0,0,0,0,0,0,1,1626.1717834472656,418.57102823257446,0.8740909057565169,0,0,0,0.0,0.0,0.0,0,0.0
22.5,1474560,0.025,0.001,0.1,10.94,2,0.0,93895000,1635844,1622017,0.0,704,187790,1,1,0.0044444444444444444,0.03111111111111111,0.04,0,50892,65433,7270,0,0,1626.1717834472656,426.44012570381165,0.8740909057565169,7257,64180,50138,0.44,3.06,3.92,119124,7.28
22.5,1474560,0.025,0.001,0.1,10.94,2,0.0,93895000,1635844,1622017,0.0,704,187790,1,1,0.017777777777777778,0.035555555555555556,0.0044444444444444444,0,58163,7270,29081,0,1,1626.1717834472656,421.7029478549957,0.8740909057565169,28811,7255,57097,1.76,3.49,0.44,91871,5.62
22.5,1474560,0.025,0.001,0.1,10.94,2,0.0,93895000,1635844,1622017,0.0,704,187790,1,1,0.04,0.035555555555555556,0.026666666666666665,0,58163,43622,65433,0,0,1626.1717834472656,422.12709522247314,0.8740909057565169,64187,43057,57158,3.92,3.49,2.63,158988,9.72
22.5,1474560,0.025,0.001,0.1,10.94,2,0.0,93895000,1635844,1622017,0.0,704,187790,1,1,0.0044444444444444444,0.022222222222222223,0.0,0,36352,0,7270,0,1,1626.1717834472656,412.89064025878906,0.8740909057565169,7258,0,35923,0.44,2.2,0.0,43021,2.63
22.5,1474560,0.025,0.001,0.1,10.94,2,0.0,93895000,1635844,1622017,0.0,704,187790,1,1,0.03111111111111111,0.008888888888888889,0.04,0,14540,65433,50892,0,1,1626.1717834472656,416.7065351009369,0.8740909057565169,50107,64133,14471,3.06,0.88,3.92,125756,7.69
22.5,1474560,0.025,0.001,0.1,10.94,2,0.0,93895000,1635844,1622017,0.0,704,187790,1,1,0.026666666666666665,0.022222222222222223,0.026666666666666665,0,36352,43622,43622,0,0,1626.1717834472656,422.3630805015564,0.8740909057565169,43010,43051,35975,2.63,2.2,2.63,118981,7.27
22.5,1474560,0.025,0.001,0.1,10.94,2,0.0,93895000,1635844,1622017,0.0,704,187790,1,1,0.035555555555555556,0.035555555555555556,0.017777777777777778,0,58163,29081,58163,0,0,1626.1717834472656,431.35747742652893,0.8740909057565169,57145,28832,57175,3.49,3.5,1.76,139159,8.51
22.5,1474560,0.025,0.001,0.1,10.94,2,0.0,93895000,1635844,1622017,0.0,704,187790,1,1,0.0,0.035555555555555556,0.0044444444444444444,0,58163,7270,0,0,0,1626.1717834472656,423.1453015804291,0.8740909057565169,0,7251,57122,0.0,3.49,0.44,64117,3.92
22.5,1474560,0.025,0.001,0.1,10.94,2,0.0,93895000,1635844,1622017,0.0,704,187790,1,1,0.017777777777777778,0.0044444444444444444,0.0044444444444444444,0,7270,7270,29081,0,0,1626.1717834472656,420.5296685695648,0.8740909057565169,28827,7254,7251,1.76,0.44,0.44,43036,2.63
23.5,1540096,0.025,0.001,0.1,10.98,2,0.0,97927500,1709181,1694106,0.0,703,195855,1,1,0,0,0,0,0,0,0,0,1,1672.889878988266,424.9649865627289,0.8737672746434838,0,0,0,0.0,0.0,0.0,0,0.0
23.5,1540096,0.025,0.001,0.1,10.98,2,0.0,97927500,1709181,1694106,0.0,703,195855,1,1,0.013333333333333332,0.022222222222222223,0.008888888888888889,0,37981,15192,22789,0,1,1672.889878988266,450.68564677238464,0.8737672746434838,22647,15131,37552,1.33,2.2,0.89,74319,4.35
23.5,1540096,0.025,0.001,0.1,10.98,2,0.0,97927500,1709181,1694106,0.0,703,195855,1,1,0.0044444444444444444,0.008888888888888889,0.013333333333333332,0,15192,22789,7596,0,1,1672.889878988266,447.7942032814026,0.8737672746434838,7581,22645,15110,0.44,0.88,1.32,44964,2.63
23.5,1540096,0.025,0.001,0.1,10.98,2,0.0,97927500,1709181,1694106,0.0,703,195855,1,1,0.013333333333333332,0.0044444444444444444,0.0044444444444444444,0,7596,7596,22789,0,1,1672.889878988266,444.3677887916565,0.8737672746434838,22618,7583,7574,1.32,0.44,0.44,37546,2.2
23.5,1540096,0.025,0.001,0.1,10.98,2,0.0,97927500,1709181,1694106,0.0,703,195855,1,1,0.04,0.0044444444444444444,0.04,0,7596,68367,68367,0,0,1672.889878988266,440.3982536792755,0.8737672746434838,67041,67040,7583,3.92,0.44,3.92,138459,8.1
23.5,1540096,0.025,0.001,0.1,10.98,2,0.0,97927500,1709181,1694106,0.0,703,195855,1,1,0.013333333333333332,0.026666666666666665,0.035555555555555556,0,45578,60770,22789,0,0,1672.889878988266,445.80241560935974,0.8737672746434838,22647,59680,45010,1.33,2.63,3.49,124456,7.28
23.5,1540096,0.025,0.001,0.1,10.98,2,0.0,97927500,1709181,1694106,0.0,703,195855,1,1,0.035555555555555556,0.013333333333333332,0.0,0,22789,0,60770,0,0,1672.889878988266,439.9281487464905,0.8737672746434838,59679,0,22634,3.49,1.32,0.0,81519,4.77
23.5,1540096,0.025,0.001,0.1,10.98,2,0.0,97927500,1709181,1694106,0.0,703,195855,1,1,0.04,0.035555555555555556,0.013333333333333332,0,60770,22789,68367,0,1,1672.889878988266,437.06294870376587,0.8737672746434838,67003,22638,59705,3.92,3.49,1.32,145374,8.51
23.5,1540096,0.025,0.001,0.1,10.98,2,0.0,97927500,1709181,1694106,0.0,703,195855,1,1,0.0044444444444444444,0.0,0.017777777777777778,0,0,30385,7596,0,0,1672.889878988266,431.85494780540466,0.8737672746434838,7580,30117,0,0.44,0.0,1.76,37567,2.2
23.5,1540096,0.025,0.001,0.1,10.98,2,0.0,97927500,1709181,1694106,0.0,703,195855,1,1,0.017777777777777778,0.022222222222222223,0.017777777777777778,0,37981,30385,30385,0,1,1672.889878988266,435.51268100738525,0.8737672746434838,30099,30111,37556,1.76,2.2,1.76,95953,5.61
24.5,1605632,0.025,0.001,0.1,10.92,2,0.0,102421000,1781034,1766196,0.0,729,204842,1,1,0,0,0,0,0,0,0,0,1,1771.49631857872,470.3821258544922,0.8741980696878806,0,0,0,0.0,0.0,0.0,0,0.0
24.5,1605632,0.025,0.001,0.1,10.92,2,0.0,102421000,1781034,1766196,0.0,729,204842,1,1,0.013333333333333332,0.0044444444444444444,0.0044444444444444444,0,7915,7915,23747,0,0,1771.49631857872,455.20705699920654,0.8741980696878806,23599,7895,7898,1.33,0.44,0.44,39150,2.2
24.5,1605632,0.025,0.001,0.1,10.92,2,0.0,102421000,1781034,1766196,0.0,729,204842,1,1,0.017777777777777778,0.035555555555555556,0.017777777777777778,0,63325,31662,31662,0,0,1771.49631857872,463.39581298828125,0.8741980696878806,31374,31392,62198,1.76,3.49,1.76,122240,6.86
24.5,1605632,0.025,0.001,0.1,10.92,2,0.0,102421000,1781034,1766196,0.0,729,204842,1,1,0.013333333333333332,0.0,0.008888888888888889,0,0,15831,23747,0,0,1771.49631857872,459.7684872150421,0.8741980696878806,23617,15755,0,1.33,0.0,0.88,39169,2.2
24.5,1605632,0.025,0.001,0.1,10.92,2,0.0,102421000,1781034,1766196,0.0,729,204842,1,1,0.04,0.013333333333333332,0.0,0,23747,0,71241,0,1,1771.49631857872,457.3503293991089,0.8741980696878806,69823,0,23567,3.92,1.32,0.0,92442,5.19
24.5,1605632,0.025,0.001,0.1,10.92,2,0.0,102421000,1781034,1766196,0.0,729,204842,1,1,0.022222222222222223,0.035555555555555556,0.04,0,63325,71241,39578,0,0,1771.49631857872,462.5975720882416,0.8741980696878806,39142,69830,62217,2.2,3.49,3.92,166002,9.32
24.5,1605632,0.025,0.001,0.1,10.92,2,0.0,102421000,1781034,1766196,0.0,729,204842,1,1,0.035555555555555556,0.026666666666666665,0.03111111111111111,0,47494,55409,63325,0,0,1771.49631857872,450.20420598983765,0.8741980696878806,62201,54569,46831,3.49,2.63,3.06,158670,8.91
24.5,1605632,0.025,0.001,0.1,10.92,2,0.0,102421000,1781034,1766196,0.0,729,204842,1,1,0.0044444444444444444,0.035555555555555556,0.008888888888888889,0,63325,15831,7915,0,1,1771.49631857872,464.45402336120605,0.8741980696878806,7891,15774,62160,0.44,3.49,0.89,84940,4.77
24.5,1605632,0.025,0.001,0.1,10.92,2,0.0,102421000,1781034,1766196,0.0,729,204842,1,1,0.008888888888888889,0.008888888888888889,0.008888888888888889,0,15831,15831,15831,0,0,1771.49631857872,461.24330401420593,0.8741980696878806,15738,15764,15745,0.88,0.88,0.89,46849,2.63
24.5,1605632,0.025,0.001,0.1,10.92,2,0.0,102421000,1781034,1766196,0.0,729,204842,1,1,0.017777777777777778,0.04,0.013333333333333332,0,71241,23747,31662,0,1,1771.49631857872,456.5217206478119,0.8741980696878806,31377,23594,69812,1.76,3.92,1.32,122223,6.86
25.5,1671168,0.025,0.001,0.1,10.92,2,0.0,106439000,1853654,1838285,0.0,730,212878,1,1,0,0,0,0,0,0,0,0,1,1828.7666454315186,478.60618472099304,0.8742335654089411,0,0,0,0.0,0.0,0.0,0,0.0
25.5,1671168,0.025,0.001,0.1,10.92,2,0.0,106439000,1853654,1838285,0.0,730,212878,1,1,0.04,0.0044444444444444444,0.017777777777777778,0,8238,32953,74146,0,0,1828.7666454315186,481.87812852859497,0.8742335654089411,72652,32645,8226,3.92,0.44,1.76,111751,6.03
25.5,1671168,0.025,0.001,0.1,10.92,2,0.0,106439000,1853654,1838285,0.0,730,212878,1,1,0.008888888888888889,0.026666666666666665,0.03111111111111111,0,49430,57669,16476,0,0,1828.7666454315186,478.64661288261414,0.8742335654089411,16419,56790,48762,0.89,2.63,3.06,119590,6.45
25.5,1671168,0.025,0.001,0.1,10.92,2,0.0,106439000,1853654,1838285,0.0,730,212878,1,1,0.0,0.008888888888888889,0.04,0,16476,74146,0,0,0,1828.7666454315186,461.5036737918854,0.8742335654089411,0,72662,16390,0.0,0.88,3.92,88427,4.77
25.5,1671168,0.025,0.001,0.1,10.92,2,0.0,106439000,1853654,1838285,0.0,730,212878,1,1,0.04,0.04,0.017777777777777778,0,74146,32953,74146,0,0,1828.7666454315186,472.470579624176,0.8742335654089411,72615,32677,72660,3.92,3.92,1.76,172629,9.31
25.5,1671168,0.025,0.001,0.1,10.92,2,0.0,106439000,1853654,1838285,0.0,730,212878,1,1,0.04,0.04,0.017777777777777778,0,74146,32953,74146,0,0,1828.7666454315186,464.21062660217285,0.8742335654089411,72713,32660,72694,3.92,3.92,1.76,172630,9.31
25.5,1671168,0.025,0.001,0.1,10.92,2,0.0,106439000,1853654,1838285,0.0,730,212878,1,1,0.017777777777777778,0.035555555555555556,0.03111111111111111,0,65907,57669,32953,0,1,1828.7666454315186,472.65063405036926,0.8742335654089411,32672,56787,64788,1.76,3.5,3.06,150213,8.1
25.5,1671168,0.025,0.001,0.1,10.92,2,0.0,106439000,1853654,1838285,0.0,730,212878,1,1,0.035555555555555556,0.04,0.026666666666666665,0,74146,49430,65907,0,1,1828.7666454315186,480.139536857605,0.8742335654089411,64724,48814,72709,3.49,3.92,2.63,180246,9.72
25.5,1671168,0.025,0.001,0.1,10.92,2,0.0,106439000,1853654,1838285,0.0,730,212878,1,1,0.03111111111111111,0.04,0.035555555555555556,0,74146,65907,57669,0,1,1828.7666454315186,477.4515166282654,0.8742335654089411,56769,64768,72699,3.06,3.92,3.49,187595,10.12
25.5,1671168,0.025,0.001,0.1,10.92,2,0.0,106439000,1853654,1838285,0.0,730,212878,1,1,0.035555555555555556,0.03111111111111111,0.013333333333333332,0,57669,24715,65907,0,0,1828.7666454315186,474.72478771209717,0.8742335654089411,64765,24543,56764,3.49,3.06,1.32,142438,7.68
26.5,1736704,0.025,0.001,0.1,10.92,2,0.0,110955500,1926352,1910375,0.0,746,221911,1,1,0,0,0,0,0,0,0,0,1,1894.1288964748383,483.2695677280426,0.8742309848151356,0,0,0,0.0,0.0,0.0,0,0.0
26.5,1736704,0.025,0.001,0.1,10.92,2,0.0,110955500,1926352,1910375,0.0,746,221911,1,1,0.0,0.0044444444444444444,0.013333333333333332,0,8561,25684,0,0,1,1894.1288964748383,489.2437756061554,0.8742309848151356,0,25516,8547,0.0,0.44,1.32,33962,1.76
26.5,1736704,0.025,0.001,0.1,10.92,2,0.0,110955500,1926352,1910375,0.0,746,221911,1,1,0.022222222222222223,0.04,0.0,0,77054,0,42807,0,0,1894.1288964748383,487.528751373291,0.8742309848151356,42324,0,75488,2.2,3.92,0.0,116204,6.03
26.5,1736704,0.025,0.001,0.1,10.92,2,0.0,110955500,1926352,1910375,0.0,746,221911,1,1,0.017777777777777778,0.0044444444444444444,0.017777777777777778,0,8561,34246,34246,0,0,1894.1288964748383,496.91535544395447,0.8742309848151356,33941,33942,8542,1.76,0.44,1.76,75495,3.92
26.5,1736704,0.025,0.001,0.1,10.92,2,0.0,110955500,1926352,1910375,0.0,746,221911,1,1,0.0,0.0044444444444444444,0.013333333333333332,0,8561,25684,0,0,1,1894.1288964748383,493.82540464401245,0.8742309848151356,0,25511,8541,0.0,0.44,1.32,33932,1.76
26.5,1736704,0.025,0.001,0.1,10.92,2,0.0,110955500,1926352,1910375,0.0,746,221911,1,1,0.017777777777777778,0.017777777777777778,0.022222222222222223,0,34246,42807,34246,0,1,1894.1288964748383,496.9994707107544,0.8742309848151356,33937,42327,33944,1.76,1.76,2.2,108112,5.61
26.5,1736704,0.025,0.001,0.1,10.92,2,0.0,110955500,1926352,1910375,0.0,746,221911,1,1,0.0,0.04,0.017777777777777778,0,77054,34246,0,0,1,1894.1288964748383,509.06312704086304,0.8742309848151356,0,33966,75521,0.0,3.92,1.76,108162,5.61
26.5,1736704,0.025,0.001,0.1,10.92,2,0.0,110955500,1926352,1910375,0.0,746,221911,1,1,0.0044444444444444444,0.026666666666666665,0.0,0,51369,0,8561,0,1,1894.1288964748383,508.69004011154175,0.8742309848151356,8543,0,50678,0.44,2.63,0.0,58971,3.06
26.5,1736704,0.025,0.001,0.1,10.92,2,0.0,110955500,1926352,1910375,0.0,746,221911,1,1,0.03111111111111111,0.04,0.0,0,77054,0,59930,0,0,1894.1288964748383,502.20276403427124,0.8742309848151356,58987,0,75545,3.06,3.92,0.0,132247,6.87
26.5,1736704,0.025,0.001,0.1,10.92,2,0.0,110955500,1926352,1910375,0.0,746,221911,1,1,0.035555555555555556,0.0,0.035555555555555556,0,0,68492,68492,0,1,1894.1288964748383,499.93724298477173,0.8742309848151356,67343,67316,0,3.5,0.0,3.49,132238,6.86
27.5,1802240,0.025,0.001,0.1,10.85,2,0.0,114541000,1997848,1982465,0.0,764,229082,1,1,0,0,0,0,0,0,0,0,1,1958.3052985668182,509.53187012672424,0.8747545692498462,0,0,0,0.0,0.0,0.0,0,0.0
27.5,1802240,0.025,0.001,0.1,10.85,2,0.0,114541000,1997848,1982465,0.0,764,229082,1,1,0.0,0.04,0.04,0,79913,79913,0,0,0,1958.3052985668182,511.7407035827637,0.8747545692498462,0,78357,78336,0.0,3.92,3.92,153671,7.69
27.5,1802240,0.025,0.001,0.1,10.85,2,0.0,114541000,1997848,1982465,0.0,764,229082,1,1,0.022222222222222223,0.013333333333333332,0.013333333333333332,0,26637,26637,44396,0,0,1958.3052985668182,518.5819396972656,0.8747545692498462,43887,26461,26453,2.2,1.32,1.32,95302,4.77
27.5,1802240,0.025,0.001,0.1,10.85,2,0.0,114541000,1997848,1982465,0.0,764,229082,1,1,0.013333333333333332,0.04,0.013333333333333332,0,79913,26637,26637,0,0,1958.3052985668182,518.2806453704834,0.8747545692498462,26461,26480,78343,1.32,3.92,1.33,128894,6.45
27.5,1802240,0.025,0.001,0.1,10.85,2,0.0,114541000,1997848,1982465,0.0,764,229082,1,1,0.0044444444444444444,0.017777777777777778,0.013333333333333332,0,35517,26637,8879,0,0,1958.3052985668182,518.5902462005615,0.8747545692498462,8860,26448,35228,0.44,1.76,1.32,69821,3.49
27.5,1802240,0.025,0.001,0.1,10.85,2,0.0,114541000,1997848,1982465,0.0,764,229082,1,1,0.0044444444444444444,0.008888888888888889,0.03111111111111111,0,17758,62155,8879,0,0,1958.3052985668182,510.79635214805603,0.8747545692498462,8864,61209,17679,0.44,0.88,3.06,86885,4.35
27.5,1802240,0.025,0.001,0.1,10.85,2,0.0,114541000,1997848,1982465,0.0,764,229082,1,1,0.03111111111111111,0.008888888888888889,0.017777777777777778,0,17758,35517,62155,0,0,1958.3052985668182,511.87687039375305,0.8747545692498462,61169,35192,17668,3.06,0.88,1.76,112049,5.61
27.5,1802240,0.025,0.001,0.1,10.85,2,0.0,114541000,1997848,1982465,0.0,764,229082,1,1,0.013333333333333332,0.026666666666666665,0.008888888888888889,0,53275,17758,26637,0,1,1958.3052985668182,516.5965662002563,0.8747545692498462,26485,17675,52555,1.33,2.63,0.88,95294,4.77
27.5,1802240,0.025,0.001,0.1,10.85,2,0.0,114541000,1997848,1982465,0.0,764,229082,1,1,0.013333333333333332,0.0044444444444444444,0.026666666666666665,0,8879,53275,26637,0,0,1958.3052985668182,516.6311514377594,0.8747545692498462,26463,52597,8857,1.32,0.44,2.63,86920,4.35
27.5,1802240,0.025,0.001,0.1,10.85,2,0.0,114541000,1997848,1982465,0.0,764,229082,1,1,0.008888888888888889,0.013333333333333332,0.04,0,26637,79913,17758,0,0,1958.3052985668182,513.4200689792633,0.8747545692498462,17681,78408,26453,0.89,1.32,3.92,120563,6.03
28.5,1867776,0.025,0.001,0.1,10.85,2,0.0,119208500,2070471,2054554,0.0,796,238417,1,1,0,0,0,0,0,0,0,0,1,2021.7567331790924,533.4196183681488,0.874765561687523,0,0,0,0.0,0.0,0.0,0,0.0
28.5,1867776,0.025,0.001,0.1,10.85,2,0.0,119208500,2070471,2054554,0.0,796,238417,1,1,0.035555555555555556,0.026666666666666665,0.04,0,55212,82818,73616,0,1,2021.7567331790924,526.878123998642,0.874765561687523,72323,81216,54489,3.49,2.63,3.92,201228,9.72
28.5,1867776,0.025,0.001,0.1,10.85,2,0.0,119208500,2070471,2054554,0.0,796,238417,1,1,0.0044444444444444444,0.035555555555555556,0.04,0,73616,82818,9202,0,1,2021.7567331790924,537.6519160270691,0.874765561687523,9178,81146,72323,0.44,3.49,3.92,159089,7.68
28.5,1867776,0.025,0.001,0.1,10.85,2,0.0,119208500,2070471,2054554,0.0,796,238417,1,1,0.013333333333333332,0.022222222222222223,0.0,0,46010,0,27606,0,1,2021.7567331790924,526.799866437912,0.874765561687523,27437,0,45505,1.33,2.2,0.0,72324,3.49
