File Size(MB),Number of segment,c distribution,delta,Theoretical redundancy,Actual redundancy,reed solomon,GC content per strand,Number of backtrack,Total DNA sequence,Theoretical DNA sequence,Average degree,Single degree droplets,Sequence discarded,Decoded status,decoding cross checked,Insertion percentage,Mutation Percentage,deletion percentage,strand deletion percentage,Total mutation,Total deletion,Total Insertion,Total Strand deletion,Error concentrated in start and end,Encoding time,Decoding time,Information density (bits/nt),Total affected sequence for insertion error, total affected sequence for deletion error,Total affected sequence for mutation error,Percentage of affected sequence for insertion error, Percentage of affected sequence for mutation error, percentage of affected sequence for deletion error,Sequence affected by all kinds of error,Percentage of sequence affected by all kinds of error
10.0,327680,0.025,0.001,0.15,15.0,2,0.0,21922500,376832,376832,0.0,297,43845,1,1,0.008888888888888889,0.03111111111111111,0.03111111111111111,0,11723,11723,3349,0,0,360.21136355400085,107.85263085365295,0.9763539282990084,3338,11553,11538,0.89,3.06,3.07,25806,6.85
10.0,327680,0.025,0.001,0.15,15.0,2,0.0,21922500,376832,376832,0.0,297,43845,1,1,0.04,0.03111111111111111,0.017777777777777778,0,11723,6699,15073,0,1,360.21136355400085,109.6022355556488,0.9763539282990084,14782,6645,11542,3.92,3.06,1.76,32052,8.51
10.0,327680,0.025,0.001,0.15,15.0,2,0.0,21922500,376832,376832,0.0,297,43845,1,1,0.017777777777777778,0.022222222222222223,0.035555555555555556,0,8374,13398,6699,0,1,360.21136355400085,109.7317750453949,0.9763539282990084,6628,13138,8288,1.76,2.2,3.49,27406,7.27
10.0,327680,0.025,0.001,0.15,15.0,2,0.0,21922500,376832,376832,0.0,297,43845,1,1,0.008888888888888889,0.035555555555555556,0.0044444444444444444,0,13398,1674,3349,0,1,360.21136355400085,109.61587071418762,0.9763539282990084,3337,1671,13155,0.89,3.49,0.44,17976,4.77
11.0,360448,0.025,0.001,0.15,15.0,2,0.0,23633500,414515,414516,0.0,325,47267,1,1,0,0,0,0,0,0,0,0,1,397.23718333244324,116.51085376739502,0.9763543993815643,0,0,0,0.0,0.0,0.0,0,0.0
11.0,360448,0.025,0.001,0.15,15.0,2,0.0,23633500,414515,414516,0.0,325,47267,1,1,0.017777777777777778,0.0044444444444444444,0.0,0,1842,0,7369,0,0,397.23718333244324,117.93012356758118,0.9763543993815643,7291,0,1835,1.76,0.44,0.0,9079,2.19
11.0,360448,0.025,0.001,0.15,15.0,2,0.0,23633500,414515,414516,0.0,325,47267,1,1,0.0044444444444444444,0.03111111111111111,0.035555555555555556,0,12895,14738,1842,0,0,397.23718333244324,119.93838548660278,0.9763543993815643,1838,14494,12709,0.44,3.07,3.5,28459,6.87
11.0,360448,0.025,0.001,0.15,15.0,2,0.0,23633500,414515,414516,0.0,325,47267,1,1,0.035555555555555556,0.022222222222222223,0.04,0,9211,16580,14738,0,0,397.23718333244324,117.5043134689331,0.9763543993815643,14455,16255,9127,3.49,2.2,3.92,38643,9.32
11.0,360448,0.025,0.001,0.15,15.0,2,0.0,23633500,414515,414516,0.0,325,47267,1,1,0.04,0.0,0.0044444444444444444,0,0,1842,16580,0,1,397.23718333244324,117.58350729942322,0.9763543993815643,16282,1837,0,3.93,0.0,0.44,18049,4.35
11.0,360448,0.025,0.001,0.15,15.0,2,0.0,23633500,414515,414516,0.0,325,47267,1,1,0.013333333333333332,0.013333333333333332,0.026666666666666665,0,5526,11053,5526,0,0,397.23718333244324,118.58184480667114,0.9763543993815643,5484,10897,5491,1.32,1.32,2.63,21509,5.19
11.0,360448,0.025,0.001,0.15,15.0,2,0.0,23633500,414515,414516,0.0,325,47267,1,1,0.017777777777777778,0.03111111111111111,0.022222222222222223,0,12895,9211,7369,0,0,397.23718333244324,119.40210032463074,0.9763543993815643,7298,9103,12704,1.76,3.06,2.2,28447,6.86
11.0,360448,0.025,0.001,0.15,15.0,2,0.0,23633500,414515,414516,0.0,325,47267,1,1,0.03111111111111111,0.0044444444444444444,0.035555555555555556,0,1842,14738,12895,0,1,397.23718333244324,119.28532409667969,0.9763543993815643,12693,14466,1837,3.06,0.44,3.49,28443,6.86
11.0,360448,0.025,0.001,0.15,15.0,2,0.0,23633500,414515,414516,0.0,325,47267,1,1,0.035555555555555556,0.0,0.008888888888888889,0,0,3684,14738,0,0,397.23718333244324,117.03487825393677,0.9763543993815643,14461,3669,0,3.49,0.0,0.89,18006,4.34
11.0,360448,0.025,0.001,0.15,15.0,2,0.0,23633500,414515,414516,0.0,325,47267,1,1,0.017777777777777778,0.017777777777777778,0.026666666666666665,0,7369,11053,7369,0,1,397.23718333244324,118.8170747756958,0.9763543993815643,7314,10897,7303,1.76,1.76,2.63,24957,6.02
12.0,393216,0.025,0.001,0.15,15.0,2,0.0,25990000,452198,452199,0.0,343,51980,1,1,0,0,0,0,0,0,0,0,1,431.33684253692627,133.57023453712463,0.9763547919507082,0,0,0,0.0,0.0,0.0,0,0.0
12.0,393216,0.025,0.001,0.15,15.0,2,0.0,25990000,452198,452199,0.0,343,51980,1,1,0.022222222222222223,0.04,0.035555555555555556,0,18087,16078,10048,0,0,431.33684253692627,135.1218237876892,0.9763547919507082,9949,15809,17722,2.2,3.92,3.5,42123,9.32
12.0,393216,0.025,0.001,0.15,15.0,2,0.0,25990000,452198,452199,0.0,343,51980,1,1,0.017777777777777778,0.0,0.026666666666666665,0,0,12058,8039,0,1,431.33684253692627,133.95828008651733,0.9763547919507082,7963,11920,0,1.76,0.0,2.64,19700,4.36
12.0,393216,0.025,0.001,0.15,15.0,2,0.0,25990000,452198,452199,0.0,343,51980,1,1,0.03111111111111111,0.022222222222222223,0.0044444444444444444,0,10048,2009,14068,0,1,431.33684253692627,134.92956280708313,0.9763547919507082,13870,2007,9938,3.07,2.2,0.44,25432,5.62
12.0,393216,0.025,0.001,0.15,15.0,2,0.0,25990000,452198,452199,0.0,343,51980,1,1,0.026666666666666665,0.008888888888888889,0.0044444444444444444,0,4019,2009,12058,0,1,431.33684253692627,133.6714117527008,0.9763547919507082,11900,2003,4003,2.63,0.89,0.44,17744,3.92
12.0,393216,0.025,0.001,0.15,15.0,2,0.0,25990000,452198,452199,0.0,343,51980,1,1,0.0,0.022222222222222223,0.026666666666666665,0,10048,12058,0,0,1,431.33684253692627,135.87816953659058,0.9763547919507082,0,11917,9937,0.0,2.2,2.64,21550,4.77
12.0,393216,0.025,0.001,0.15,15.0,2,0.0,25990000,452198,452199,0.0,343,51980,1,1,0.03111111111111111,0.022222222222222223,0.013333333333333332,0,10048,6029,14068,0,0,431.33684253692627,132.76670265197754,0.9763547919507082,13843,5989,9951,3.06,2.2,1.32,29218,6.46
12.0,393216,0.025,0.001,0.15,15.0,2,0.0,25990000,452198,452199,0.0,343,51980,1,1,0.026666666666666665,0.026666666666666665,0.03111111111111111,0,12058,14068,12058,0,1,431.33684253692627,135.06396865844727,0.9763547919507082,11910,13866,11916,2.63,2.64,3.07,36714,8.12
12.0,393216,0.025,0.001,0.15,15.0,2,0.0,25990000,452198,452199,0.0,343,51980,1,1,0.0044444444444444444,0.0,0.017777777777777778,0,0,8039,2009,0,0,431.33684253692627,134.8058216571808,0.9763547919507082,2006,7970,0,0.44,0.0,1.76,9949,2.2
12.0,393216,0.025,0.001,0.15,15.0,2,0.0,25990000,452198,452199,0.0,343,51980,1,1,0.022222222222222223,0.04,0.008888888888888889,0,18087,4019,10048,0,0,431.33684253692627,135.27275943756104,0.9763547919507082,9924,4004,17717,2.19,3.92,0.89,31006,6.86
13.0,425984,0.025,0.001,0.15,15.0,2,0.0,28232000,489881,489882,0.0,350,56464,1,1,0,0,0,0,0,0,0,0,1,467.03622102737427,144.08328986167908,0.9763551241248456,0,0,0,0.0,0.0,0.0,0,0.0
13.0,425984,0.025,0.001,0.15,15.0,2,0.0,28232000,489881,489882,0.0,350,56464,1,1,0.026666666666666665,0.03111111111111111,0.0044444444444444444,0,15240,2177,13063,0,0,467.03622102737427,141.41697072982788,0.9763551241248456,12879,2175,15009,2.63,3.06,0.44,29561,6.03
13.0,425984,0.025,0.001,0.15,15.0,2,0.0,28232000,489881,489882,0.0,350,56464,1,1,0.017777777777777778,0.026666666666666665,0.013333333333333332,0,13063,6531,8708,0,1,467.03622102737427,144.97270464897156,0.9763551241248456,8626,6488,12892,1.76,2.63,1.32,27492,5.61
13.0,425984,0.025,0.001,0.15,15.0,2,0.0,28232000,489881,489882,0.0,350,56464,1,1,0.035555555555555556,0.008888888888888889,0.035555555555555556,0,4354,17417,17417,0,1,467.03622102737427,145.38207459449768,0.9763551241248456,17123,17127,4335,3.5,0.88,3.5,37689,7.69
13.0,425984,0.025,0.001,0.15,15.0,2,0.0,28232000,489881,489882,0.0,350,56464,1,1,0.026666666666666665,0.022222222222222223,0.04,0,10886,19595,13063,0,1,467.03622102737427,143.78378224372864,0.9763551241248456,12897,19222,10757,2.63,2.2,3.92,41657,8.5
13.0,425984,0.025,0.001,0.15,15.0,2,0.0,28232000,489881,489882,0.0,350,56464,1,1,0.017777777777777778,0.0,0.0044444444444444444,0,0,2177,8708,0,0,467.03622102737427,144.248117685318,0.9763551241248456,8629,2173,0,1.76,0.0,0.44,10761,2.2
13.0,425984,0.025,0.001,0.15,15.0,2,0.0,28232000,489881,489882,0.0,350,56464,1,1,0.008888888888888889,0.0044444444444444444,0.022222222222222223,0,2177,10886,4354,0,1,467.03622102737427,146.41257786750793,0.9763551241248456,4331,10772,2170,0.88,0.44,2.2,17092,3.49
13.0,425984,0.025,0.001,0.15,15.0,2,0.0,28232000,489881,489882,0.0,350,56464,1,1,0.026666666666666665,0.022222222222222223,0.0,0,10886,0,13063,0,1,467.03622102737427,145.4131133556366,0.9763551241248456,12910,0,10765,2.64,2.2,0.0,23380,4.77
13.0,425984,0.025,0.001,0.15,15.0,2,0.0,28232000,489881,489882,0.0,350,56464,1,1,0.026666666666666665,0.013333333333333332,0.013333333333333332,0,6531,6531,13063,0,0,467.03622102737427,145.6591181755066,0.9763551241248456,12901,6489,6490,2.63,1.32,1.32,25466,5.2
13.0,425984,0.025,0.001,0.15,15.0,2,0.0,28232000,489881,489882,0.0,350,56464,1,1,0.013333333333333332,0.017777777777777778,0.013333333333333332,0,8708,6531,6531,0,0,467.03622102737427,144.95667576789856,0.9763551241248456,6485,6488,8645,1.32,1.76,1.32,21294,4.35
14.0,458752,0.025,0.001,0.15,15.0,2,0.0,30441000,527564,527565,0.0,351,60882,1,1,0,0,0,0,0,0,0,0,1,506.47548604011536,155.03138136863708,0.9763554088457148,0,0,0,0.0,0.0,0.0,0,0.0
14.0,458752,0.025,0.001,0.15,15.0,2,0.0,30441000,527564,527565,0.0,351,60882,1,1,0.035555555555555556,0.04,0.013333333333333332,0,21102,7034,18757,0,0,506.47548604011536,158.77520036697388,0.9763554088457148,18437,6990,20711,3.49,3.93,1.32,44893,8.51
14.0,458752,0.025,0.001,0.15,15.0,2,0.0,30441000,527564,527565,0.0,351,60882,1,1,0.026666666666666665,0.017777777777777778,0.035555555555555556,0,9378,18757,14068,0,1,506.47548604011536,158.8864986896515,0.9763554088457148,13875,18414,9300,2.63,1.76,3.49,40563,7.69
14.0,458752,0.025,0.001,0.15,15.0,2,0.0,30441000,527564,527565,0.0,351,60882,1,1,0.04,0.0044444444444444444,0.035555555555555556,0,2344,18757,21102,0,0,506.47548604011536,161.2594621181488,0.9763554088457148,20709,18429,2338,3.93,0.44,3.49,40595,7.69
14.0,458752,0.025,0.001,0.15,15.0,2,0.0,30441000,527564,527565,0.0,351,60882,1,1,0.035555555555555556,0.035555555555555556,0.022222222222222223,0,18757,11723,18757,0,1,506.47548604011536,161.4178454875946,0.9763554088457148,18391,11603,18460,3.49,3.5,2.2,47092,8.93
14.0,458752,0.025,0.001,0.15,15.0,2,0.0,30441000,527564,527565,0.0,351,60882,1,1,0.04,0.022222222222222223,0.026666666666666665,0,11723,14068,21102,0,1,506.47548604011536,160.82434701919556,0.9763554088457148,20675,13858,11616,3.92,2.2,2.63,44858,8.5
14.0,458752,0.025,0.001,0.15,15.0,2,0.0,30441000,527564,527565,0.0,351,60882,1,1,0.008888888888888889,0.022222222222222223,0.03111111111111111,0,11723,16413,4689,0,1,506.47548604011536,154.81032848358154,0.9763554088457148,4673,16171,11591,0.89,2.2,3.07,31830,6.03
14.0,458752,0.025,0.001,0.15,15.0,2,0.0,30441000,527564,527565,0.0,351,60882,1,1,0.008888888888888889,0.04,0.017777777777777778,0,21102,9378,4689,0,1,506.47548604011536,158.84778666496277,0.9763554088457148,4664,9301,20688,0.88,3.92,1.76,34027,6.45
14.0,458752,0.025,0.001,0.15,15.0,2,0.0,30441000,527564,527565,0.0,351,60882,1,1,0.026666666666666665,0.0044444444444444444,0.013333333333333332,0,2344,7034,14068,0,1,506.47548604011536,155.80105543136597,0.9763554088457148,13925,6987,2342,2.64,0.44,1.32,22974,4.35
14.0,458752,0.025,0.001,0.15,15.0,2,0.0,30441000,527564,527565,0.0,351,60882,1,1,0.0,0.013333333333333332,0.0,0,7034,0,0,0,0,506.47548604011536,156.29585552215576,0.9763554088457148,0,0,6986,0.0,1.32,0.0,6986,1.32
15.0,491520,0.025,0.001,0.15,15.0,2,0.0,32611500,565248,565248,0.0,381,65223,1,1,0,0,0,0,0,0,0,0,1,543.221601486206,167.01513266563416,0.9763539282990084,0,0,0,0.0,0.0,0.0,0,0.0
15.0,491520,0.025,0.001,0.15,15.0,2,0.0,32611500,565248,565248,0.0,381,65223,1,1,0.04,0.0,0.008888888888888889,0,0,5024,22609,0,0,543.221601486206,166.35315442085266,0.9763539282990084,22128,5001,0,3.91,0.0,0.88,26921,4.76
15.0,491520,0.025,0.001,0.15,15.0,2,0.0,32611500,565248,565248,0.0,381,65223,1,1,0.017777777777777778,0.03111111111111111,0.03111111111111111,0,17585,17585,10048,0,1,543.221601486206,165.8702974319458,0.9763539282990084,9952,17300,17328,1.76,3.07,3.06,43446,7.69
15.0,491520,0.025,0.001,0.15,15.0,2,0.0,32611500,565248,565248,0.0,381,65223,1,1,0.03111111111111111,0.04,0.026666666666666665,0,22609,15073,17585,0,0,543.221601486206,165.41874742507935,0.9763539282990084,17288,14870,22158,3.06,3.92,2.63,52619,9.31
15.0,491520,0.025,0.001,0.15,15.0,2,0.0,32611500,565248,565248,0.0,381,65223,1,1,0.03111111111111111,0.013333333333333332,0.017777777777777778,0,7536,10048,17585,0,1,543.221601486206,169.34027004241943,0.9763539282990084,17327,9949,7486,3.07,1.32,1.76,34102,6.03
15.0,491520,0.025,0.001,0.15,15.0,2,0.0,32611500,565248,565248,0.0,381,65223,1,1,0.013333333333333332,0.026666666666666665,0.026666666666666665,0,15073,15073,7536,0,0,543.221601486206,168.2559962272644,0.9763539282990084,7488,14875,14897,1.32,2.64,2.63,36457,6.45
15.0,491520,0.025,0.001,0.15,15.0,2,0.0,32611500,565248,565248,0.0,381,65223,1,1,0.026666666666666665,0.013333333333333332,0.03111111111111111,0,7536,17585,15073,0,1,543.221601486206,164.4075231552124,0.9763539282990084,14891,17313,7482,2.63,1.32,3.06,38829,6.87
15.0,491520,0.025,0.001,0.15,15.0,2,0.0,32611500,565248,565248,0.0,381,65223,1,1,0.026666666666666665,0.035555555555555556,0.03111111111111111,0,20097,17585,15073,0,1,543.221601486206,169.00262117385864,0.9763539282990084,14855,17306,19729,2.63,3.49,3.06,50320,8.9
15.0,491520,0.025,0.001,0.15,15.0,2,0.0,32611500,565248,565248,0.0,381,65223,1,1,0.026666666666666665,0.0,0.0044444444444444444,0,0,2512,15073,0,0,543.221601486206,169.13859581947327,0.9763539282990084,14882,2506,0,2.63,0.0,0.44,17337,3.07
15.0,491520,0.025,0.001,0.15,15.0,2,0.0,32611500,565248,565248,0.0,381,65223,1,1,0.013333333333333332,0.017777777777777778,0.04,0,10048,22609,7536,0,1,543.221601486206,168.423832654953,0.9763539282990084,7489,22177,9961,1.32,1.76,3.92,38832,6.87
16.0,524288,0.025,0.001,0.15,15.0,2,0.0,34628000,602931,602932,0.0,382,69256,1,1,0,0,0,0,0,0,0,0,1,576.3233559131622,180.33454155921936,0.9763542521682167,0,0,0,0.0,0.0,0.0,0,0.0
16.0,524288,0.025,0.001,0.15,15.0,2,0.0,34628000,602931,602932,0.0,382,69256,1,1,0.013333333333333332,0.0044444444444444444,0.013333333333333332,0,2679,8039,8039,0,1,576.3233559131622,179.39662051200867,0.9763542521682167,7989,7983,2678,1.33,0.44,1.32,18478,3.06
16.0,524288,0.025,0.001,0.15,15.0,2,0.0,34628000,602931,602932,0.0,382,69256,1,1,0.04,0.0,0.022222222222222223,0,0,13398,24117,0,1,576.3233559131622,179.07833623886108,0.9763542521682167,23616,13239,0,3.92,0.0,2.2,36361,6.03
16.0,524288,0.025,0.001,0.15,15.0,2,0.0,34628000,602931,602932,0.0,382,69256,1,1,0.026666666666666665,0.017777777777777778,0.03111111111111111,0,10718,18757,16078,0,0,576.3233559131622,180.4136757850647,0.9763542521682167,15850,18486,10638,2.63,1.76,3.07,43894,7.28
16.0,524288,0.025,0.001,0.15,15.0,2,0.0,34628000,602931,602932,0.0,382,69256,1,1,0.013333333333333332,0.0,0.0,0,0,0,8039,0,0,576.3233559131622,180.87976121902466,0.9763542521682167,7982,0,0,1.32,0.0,0.0,7982,1.32
16.0,524288,0.025,0.001,0.15,15.0,2,0.0,34628000,602931,602932,0.0,382,69256,1,1,0.008888888888888889,0.008888888888888889,0.03111111111111111,0,5359,18757,5359,0,1,576.3233559131622,179.40625977516174,0.9763542521682167,5336,18473,5333,0.89,0.88,3.06,28767,4.77
16.0,524288,0.025,0.001,0.15,15.0,2,0.0,34628000,602931,602932,0.0,382,69256,1,1,0.03111111111111111,0.0,0.013333333333333332,0,0,8039,18757,0,1,576.3233559131622,180.90527510643005,0.9763542521682167,18451,7997,0,3.06,0.0,1.33,26211,4.35
16.0,524288,0.025,0.001,0.15,15.0,2,0.0,34628000,602931,602932,0.0,382,69256,1,1,0.008888888888888889,0.022222222222222223,0.04,0,13398,24117,5359,0,1,576.3233559131622,181.18861865997314,0.9763542521682167,5329,23670,13259,0.88,2.2,3.93,41409,6.87
16.0,524288,0.025,0.001,0.15,15.0,2,0.0,34628000,602931,602932,0.0,382,69256,1,1,0.04,0.008888888888888889,0.035555555555555556,0,5359,21437,24117,0,0,576.3233559131622,182.54887199401855,0.9763542521682167,23655,21083,5332,3.92,0.88,3.5,48920,8.11
16.0,524288,0.025,0.001,0.15,15.0,2,0.0,34628000,602931,602932,0.0,382,69256,1,1,0.03111111111111111,0.035555555555555556,0.017777777777777778,0,21437,10718,18757,0,1,576.3233559131622,184.39102721214294,0.9763542521682167,18473,10631,21067,3.06,3.49,1.76,48833,8.1
17.0,557056,0.025,0.001,0.15,15.0,2,0.0,36995000,640614,640615,0.0,386,73990,1,1,0,0,0,0,0,0,0,0,1,620.2509183883667,192.7709710597992,0.9763545379353438,0,0,0,0.0,0.0,0.0,0,0.0
17.0,557056,0.025,0.001,0.15,15.0,2,0.0,36995000,640614,640615,0.0,386,73990,1,1,0.0044444444444444444,0.017777777777777778,0.022222222222222223,0,11388,14235,2847,0,1,620.2509183883667,194.52789497375488,0.9763545379353438,2841,14067,11298,0.44,1.76,2.2,27859,4.35
17.0,557056,0.025,0.001,0.15,15.0,2,0.0,36995000,640614,640615,0.0,386,73990,1,1,0.0,0.0044444444444444444,0.0,0,2847,0,0,0,0,620.2509183883667,194.09521532058716,0.9763545379353438,0,0,2841,0.0,0.44,0.0,2841,0.44
17.0,557056,0.025,0.001,0.15,15.0,2,0.0,36995000,640614,640615,0.0,386,73990,1,1,0.017777777777777778,0.026666666666666665,0.035555555555555556,0,17083,22777,11388,0,0,620.2509183883667,196.5032935142517,0.9763545379353438,11284,22383,16864,1.76,2.63,3.49,49302,7.7
17.0,557056,0.025,0.001,0.15,15.0,2,0.0,36995000,640614,640615,0.0,386,73990,1,1,0.03111111111111111,0.04,0.0044444444444444444,0,25624,2847,19930,0,1,620.2509183883667,196.34459376335144,0.9763545379353438,19621,2839,25111,3.06,3.92,0.44,46640,7.28
17.0,557056,0.025,0.001,0.15,15.0,2,0.0,36995000,640614,640615,0.0,386,73990,1,1,0.035555555555555556,0.017777777777777778,0.035555555555555556,0,11388,22777,22777,0,1,620.2509183883667,193.44666695594788,0.9763545379353438,22374,22393,11289,3.49,1.76,3.5,54493,8.51
17.0,557056,0.025,0.001,0.15,15.0,2,0.0,36995000,640614,640615,0.0,386,73990,1,1,0.022222222222222223,0.013333333333333332,0.022222222222222223,0,8541,14235,14235,0,1,620.2509183883667,192.9713840484619,0.9763545379353438,14105,14085,8478,2.2,1.32,2.2,36038,5.63
17.0,557056,0.025,0.001,0.15,15.0,2,0.0,36995000,640614,640615,0.0,386,73990,1,1,0.022222222222222223,0.03111111111111111,0.022222222222222223,0,19930,14235,14235,0,0,620.2509183883667,197.7218725681305,0.9763545379353438,14059,14069,19631,2.19,3.06,2.2,46554,7.27
17.0,557056,0.025,0.001,0.15,15.0,2,0.0,36995000,640614,640615,0.0,386,73990,1,1,0.03111111111111111,0.026666666666666665,0.03111111111111111,0,17083,19930,19930,0,1,620.2509183883667,195.64192581176758,0.9763545379353438,19621,19640,16878,3.06,2.63,3.07,54543,8.51
17.0,557056,0.025,0.001,0.15,15.0,2,0.0,36995000,640614,640615,0.0,386,73990,1,1,0.03111111111111111,0.017777777777777778,0.026666666666666665,0,11388,17083,19930,0,1,620.2509183883667,196.53761315345764,0.9763545379353438,19618,16843,11288,3.06,1.76,2.63,46614,7.28
18.0,589824,0.025,0.001,0.15,15.0,2,0.0,39067500,678297,678298,0.0,414,78135,1,1,0,0,0,0,0,0,0,0,1,658.3227896690369,208.00567150115967,0.9763547919507082,0,0,0,0.0,0.0,0.0,0,0.0
18.0,589824,0.025,0.001,0.15,15.0,2,0.0,39067500,678297,678298,0.0,414,78135,1,1,0.008888888888888889,0.0044444444444444444,0.022222222222222223,0,3014,15073,6029,0,1,658.3227896690369,204.63502597808838,0.9763547919507082,6007,14900,3005,0.89,0.44,2.2,23694,3.49
18.0,589824,0.025,0.001,0.15,15.0,2,0.0,39067500,678297,678298,0.0,414,78135,1,1,0.026666666666666665,0.026666666666666665,0.017777777777777778,0,18087,12058,18087,0,0,658.3227896690369,209.37265801429749,0.9763547919507082,17843,11958,17863,2.63,2.63,1.76,46567,6.87
18.0,589824,0.025,0.001,0.15,15.0,2,0.0,39067500,678297,678298,0.0,414,78135,1,1,0.013333333333333332,0.0,0.04,0,0,27131,9043,0,0,658.3227896690369,207.4300832748413,0.9763547919507082,8986,26581,0,1.32,0.0,3.92,35192,5.19
18.0,589824,0.025,0.001,0.15,15.0,2,0.0,39067500,678297,678298,0.0,414,78135,1,1,0.026666666666666665,0.0044444444444444444,0.026666666666666665,0,3014,18087,18087,0,0,658.3227896690369,209.051194190979,0.9763547919507082,17859,17839,3008,2.63,0.44,2.63,38062,5.61
18.0,589824,0.025,0.001,0.15,15.0,2,0.0,39067500,678297,678298,0.0,414,78135,1,1,0.013333333333333332,0.017777777777777778,0.008888888888888889,0,12058,6029,9043,0,1,658.3227896690369,208.14048719406128,0.9763547919507082,8974,6000,11936,1.32,1.76,0.88,26562,3.92
18.0,589824,0.025,0.001,0.15,15.0,2,0.0,39067500,678297,678298,0.0,414,78135,1,1,0.035555555555555556,0.022222222222222223,0.008888888888888889,0,15073,6029,24117,0,1,658.3227896690369,204.77777290344238,0.9763547919507082,23685,5997,14909,3.49,2.2,0.88,43780,6.45
18.0,589824,0.025,0.001,0.15,15.0,2,0.0,39067500,678297,678298,0.0,414,78135,1,1,0.017777777777777778,0.035555555555555556,0.013333333333333332,0,24117,9043,12058,0,0,658.3227896690369,209.8293492794037,0.9763547919507082,11961,8991,23722,1.76,3.5,1.33,43809,6.46
18.0,589824,0.025,0.001,0.15,15.0,2,0.0,39067500,678297,678298,0.0,414,78135,1,1,0.035555555555555556,0.03111111111111111,0.04,0,21102,27131,24117,0,1,658.3227896690369,209.20798325538635,0.9763547919507082,23685,26600,20771,3.49,3.06,3.92,68549,10.11
18.0,589824,0.025,0.001,0.15,15.0,2,0.0,39067500,678297,678298,0.0,414,78135,1,1,0.035555555555555556,0.026666666666666665,0.0,0,18087,0,24117,0,0,658.3227896690369,210.1891167163849,0.9763547919507082,23700,0,17860,3.49,2.63,0.0,40938,6.04
19.0,622592,0.025,0.001,0.15,15.0,2,0.0,41168500,715980,715981,0.0,448,82337,1,1,0,0,0,0,0,0,0,0,1,688.6343097686768,220.023503780365,0.9763550192277252,0,0,0,0.0,0.0,0.0,0,0.0
19.0,622592,0.025,0.001,0.15,15.0,2,0.0,41168500,715980,715981,0.0,448,82337,1,1,0.0,0.026666666666666665,0.022222222222222223,0,19092,15910,0,0,0,688.6343097686768,221.9382381439209,0.9763550192277252,0,15733,18852,0.0,2.63,2.2,34159,4.77
19.0,622592,0.025,0.001,0.15,15.0,2,0.0,41168500,715980,715981,0.0,448,82337,1,1,0.013333333333333332,0.04,0.0,0,28639,0,9546,0,1,688.6343097686768,216.82347965240479,0.9763550192277252,9465,0,28078,1.32,3.92,0.0,37132,5.19
19.0,622592,0.025,0.001,0.15,15.0,2,0.0,41168500,715980,715981,0.0,448,82337,1,1,0.03111111111111111,0.04,0.008888888888888889,0,28639,6364,22274,0,0,688.6343097686768,220.03994607925415,0.9763550192277252,21919,6340,28059,3.06,3.92,0.89,54982,7.68
19.0,622592,0.025,0.001,0.15,15.0,2,0.0,41168500,715980,715981,0.0,448,82337,1,1,0.0,0.017777777777777778,0.035555555555555556,0,12728,25457,0,0,1,688.6343097686768,218.79132604599,0.9763550192277252,0,25042,12606,0.0,1.76,3.5,37173,5.19
19.0,622592,0.025,0.001,0.15,15.0,2,0.0,41168500,715980,715981,0.0,448,82337,1,1,0.035555555555555556,0.008888888888888889,0.0,0,6364,0,25457,0,1,688.6343097686768,218.32334327697754,0.9763550192277252,25023,0,6340,3.49,0.89,0.0,31151,4.35
19.0,622592,0.025,0.001,0.15,15.0,2,0.0,41168500,715980,715981,0.0,448,82337,1,1,0.0044444444444444444,0.035555555555555556,0.0044444444444444444,0,25457,3182,3182,0,1,688.6343097686768,218.68152976036072,0.9763550192277252,3177,3173,25035,0.44,3.5,0.44,31141,4.35
19.0,622592,0.025,0.001,0.15,15.0,2,0.0,41168500,715980,715981,0.0,448,82337,1,1,0.035555555555555556,0.013333333333333332,0.022222222222222223,0,9546,15910,25457,0,1,688.6343097686768,219.3697588443756,0.9763550192277252,25047,15738,9477,3.5,1.32,2.2,49175,6.87
19.0,622592,0.025,0.001,0.15,15.0,2,0.0,41168500,715980,715981,0.0,448,82337,1,1,0.0,0.022222222222222223,0.03111111111111111,0,15910,22274,0,0,1,688.6343097686768,216.4549045562744,0.9763550192277252,0,21904,15744,0.0,2.2,3.06,37168,5.19
19.0,622592,0.025,0.001,0.15,15.0,2,0.0,41168500,715980,715981,0.0,448,82337,1,1,0.0,0.026666666666666665,0.008888888888888889,0,19092,6364,0,0,1,688.6343097686768,217.29011702537537,0.9763550192277252,0,6331,18813,0.0,2.63,0.88,24959,3.49
20.0,655360,0.025,0.001,0.15,15.0,2,0.0,43384000,753664,753664,0.0,456,86768,1,1,0,0,0,0,0,0,0,0,1,719.1520879268646,228.44124627113342,0.9763539282990084,0,0,0,0.0,0.0,0.0,0,0.0
20.0,655360,0.025,0.001,0.15,15.0,2,0.0,43384000,753664,753664,0.0,456,86768,1,1,0.008888888888888889,0.04,0.022222222222222223,0,30146,16748,6699,0,1,719.1520879268646,229.4363832473755,0.9763539282990084,6663,16570,29538,0.88,3.92,2.2,51753,6.87
